year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2009,3,22,13.3 B,,,Prince Alwaleed Bin Talal Alsaud,,54,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2009,3,23,13.2 B,,,Michael Otto & family,,65,,Germany,Germany,Hamburg,,['Retail'],,,,
2009,3,24,13.0 B,,,David Thomson & family,,51,,Canada,Canada,Toronto,,['Media'],,,,
2009,3,25,12.3 B,Dell,Michael,Michael Dell,1965-02-23,44,Male,United States,United States,Austin,Technology,['Technology                    '],Dell,Chairman and CEO,False,Decreased
2009,3,26,12.0 B,Bren,Donald,Donald Bren,1932-05-11,76,Male,United States,United States,Newport Beach,Real Estate,['Real Estate                   '],Irvine Company,Chairman,False,Decreased
2009,3,26,12.0 B,Brin,Sergey,Sergey Brin,1973-08-21,35,Male,United States,United States,Los Altos,Technology,['Technology                    '],Google,"Cofounder, Director Of Special Projects",False,Decreased
2009,3,26,12.0 B,Page,Larry,Larry Page,1973-03-26,36,Male,United States,United States,Palo Alto,Technology,['Technology                    '],Google,CEO,False,Decreased
2009,3,29,11.0 B,Ballmer,Steven,Steve Ballmer,1956-03-24,53,Male,United States,United States,Hunts Point,Technology,['Technology                    '],Microsoft,CEO,False,Decreased
2009,3,29,11.0 B,,,Gerald Cavendish Grosvenor & family,,57,,United Kingdom,United Kingdom,Chester,,['Real Estate'],,,,
2009,3,29,11.0 B,Soros,George,George Soros,1930-08-12,78,Male,United States,United States,Katonah,Investments,['Investments                   '],,,False,Increased
2009,3,32,10.5 B,Allen,Paul,Paul Allen,1953-01-21,56,Male,United States,United States,Mercer Island,Technology,['Technology                    '],,,False,Decreased
2009,3,32,10.5 B,,,Kwok family,,0,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2009,3,34,10.1 B,,,Anil Ambani,,49,,India,India,Mumbai,,['Diversified'],,,,
2009,3,35,10.0 B,Johnson,Abigail,Abigail Johnson,1961-12-19,47,Female,United States,United States,Milton,Business,['Business'],,,False,Decreased
2009,3,35,10.0 B,,,Susanne Klatten,,46,,Germany,Germany,Bad Homburg,,['Pharmaceuticals'],,,,
2009,3,35,10.0 B,Perelman,Ronald,Ronald Perelman,1943-01-01,66,Male,United States,United States,New York,Investments,['Investments                   '],,,False,Increased
2009,3,35,10.0 B,,,Hans Rausing,,83,,Sweden,United Kingdom,Wadhurst,,['Manufacturing'],,,,
2009,3,39,9.9 B,Rausing,Birgit,Birgit Rausing & family,1924-01-01,85,Female,Sweden,,,Manufacturing,['Manufacturing'],,,False,Decreased
2009,3,40,9.5 B,,,Michele Ferrero & family,,82,,Italy,Monaco,Monte Carlo,,['Food'],,,,
2009,3,40,9.5 B,,,Mikhail Prokhorov,,43,,Russia,Russia,Moscow,,['Investments'],,,,
2009,3,40,9.5 B,Taylor,Jack,Jack Taylor & family,1922-09-01,86,Male,United States,United States,St. Louis,Service,['Service'],Enterprise Rent-A-Car,Founder,False,Decreased
2009,3,43,9.0 B,,,Mohammed Al Amoudi,,63,,Saudi Arabia,Saudi Arabia,Jeddah,,['Oil'],,,,
2009,3,43,9.0 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,89,Female,United States,United States,Atlanta,Media,['Media                         '],,,False,Decreased
2009,3,43,9.0 B,Icahn,Carl,Carl Icahn,1936-02-16,73,Male,United States,United States,New York,Investments,['Investments                   '],Icahn Enterprises L.P.,Chairman,False,Decreased
2009,3,43,9.0 B,Kaiser,George,George Kaiser,1942-07-29,66,Male,United States,United States,Tulsa,Energy,['Energy                        '],BOK Financial,Chairman,False,Decreased
2009,3,43,9.0 B,,,Shau Kee Lee,,81,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2009,3,43,9.0 B,Mars,Forrest,"Forrest Mars, Jr.",1931-08-13,77,Male,United States,United States,Big Horn,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,43,9.0 B,Mars,Jacqueline,Jacqueline Mars,1939-10-10,69,Female,United States,United States,The Plains,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,43,9.0 B,Mars,John,John Mars,1936-06-01,72,Male,United States,United States,Jackson,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,51,8.5 B,,,Roman Abramovich,,42,,Russia,Russia,Moscow,,['Steel'],,,,
2009,3,52,8.2 B,,,Ernesto Bertarelli & family,,43,,Switzerland,Switzerland,Gstaad,,['Biotechnology'],,,,
2009,3,52,8.2 B,Knight,Philip,Phil Knight,1938-02-24,71,Male,United States,United States,Hillsboro,Fashion and Retail,['Fashion and Retail            '],NIKE,Chairman,False,Decreased
2009,3,54,8.1 B,Al-Kharafi,Nasser,Nasser Al-Kharafi & family,1943-06-17,65,Male,Kuwait,,,,['Diversified'],,,False,Decreased
2009,3,55,8.0 B,Simons,James,James Simons,1938-05-01,70,Male,United States,United States,East Setauket,Investments,['Investments                   '],Renaissance Technologies Corp.,Founder,False,Increased
2009,3,55,8.0 B,,,Alain &#38; Gerard Wertheimer,,0,,France,n/a,,,['Apparel'],,,,
2009,3,57,7.8 B,Al Ghurair,Abdul Aziz,Abdul Aziz Al Ghurair & family,1954-07-01,55,Male,United Arab Emirates,,,Finance,['Finance'],,,False,Decreased
2009,3,57,7.8 B,,,Vagit Alekperov,,58,,Russia,Russia,Moscow,,['Oil'],,,,
2009,3,59,7.7 B,,,Sunil Mittal & family,,51,,India,India,Delhi,,['Telecommunications'],,,,
2009,3,60,7.6 B,,,Francois Pinault & family,,72,,France,France,Paris,,['Luxury Goods'],,,,
2009,3,61,7.5 B,,,Eike Batista,,52,,Brazil,Brazil,Rio de Janeiro,,['Metals &#38; Mining'],,,,
2009,3,62,7.0 B,,,Mohamed Bin Issa Al Jaber,,50,,Saudi Arabia,Saudi Arabia,Jeddah,,['Hotels &#38; Resorts'],,,,
2009,3,62,7.0 B,Johnson,Edward,"Edward Johnson, III.",1930-06-29,78,Male,United States,United States,Boston,Investments,['Investments                   '],,,False,Decreased
2009,3,62,7.0 B,,,Ananda Krishnan,,70,,Malaysia,Malaysia,Kuala Lumpur,,['Telecommunications'],,,,
2009,3,62,7.0 B,,,Robert Kuok,,85,,Malaysia,Hong Kong,Hong Kong,,['Agriculture'],,,,
2009,3,62,7.0 B,,,Joseph Safra,,70,,Brazil,Brazil,Sao Paulo,,['Finance'],,,,
2009,3,68,6.8 B,Bezos,Jeffrey,Jeff Bezos,1964-01-12,45,Male,United States,United States,Seattle,Technology,['Technology                    '],Amazon.com,CEO,False,Decreased
2009,3,69,6.7 B,,,August von Finck,,79,,Germany,Switzerland,Thurgau,,['Investments'],,,,
2009,3,70,6.5 B,,,Silvio Berlusconi & family,,72,,Italy,Italy,North of Milan,,['Media'],,,,
2009,3,71,6.3 B,,,Leonardo Del Vecchio,,73,,Italy,Italy,Milan,,['Manufacturing'],,,,
2009,3,71,6.3 B,,,Curt Engelhorn,,82,,Germany,Switzerland,Gstaad,,['Pharmaceuticals'],,,,
2009,3,71,6.3 B,,,Mikhail Fridman,,44,,Russia,Russia,Moscow,,['Diversified'],,,,
2009,3,74,6.2 B,,,Sulaiman Al Rajhi,,89,,Saudi Arabia,Saudi Arabia,Riyadh,,['Finance'],,,,
2009,3,75,6.1 B,Goodnight,James,James Goodnight,1943-01-06,66,Male,United States,United States,Cary,Technology,['Technology                    '],SAS Institute,CEO,False,Decreased
2009,3,76,6.0 B,,,Iris Fontbona & family,,0,,Chile,Chile,Santiago,,['Metals &#38; Mining'],,,,
2009,3,76,6.0 B,,,Petr Kellner,,44,,Czech Republic,Czech Republic,Vrane nad Vltavou,,['Insurance'],,,,
2009,3,76,6.0 B,Paulson,John,John Paulson,1956-01-01,53,Male,United States,United States,New York,Investments,['Investments                   '],,,False,Increased
2009,3,76,6.0 B,,,Tadashi Yanai & family,,60,,Japan,Japan,Tokyo,,['Retail'],,,,
2009,3,81,5.9 B,,,Eliodoro Matte & family,,63,,Chile,Chile,Santiago,,['Consumer Products'],,,,
2009,3,83,5.7 B,,,Alberto Bailleres & family,,76,,Mexico,Mexico,Mexico City,,['Metals &#38; Mining'],,,,
2009,3,83,5.7 B,,,Azim Premji,,63,,India,India,Bangalore,,['Software'],,,,
2009,3,83,5.7 B,Wyss,Hansjorg,Hansjorg Wyss,1935-01-01,74,Male,Switzerland,United States,West Chester,,['Health care'],,,False,Decreased
2009,3,86,5.6 B,,,Shashi &#38; Ravi Ruia,,65,,India,India,Mumbai,,['Diversified'],,,,
2009,3,87,5.5 B,Cohen,Steven,Steve Cohen,1956-01-01,53,Male,United States,United States,Greenwich,Investments,['Investments                   '],SAC Capital Advisors,Founder,False,Decreased
2009,3,87,5.5 B,Soon-Shiong,Patrick,Patrick Soon-Shiong,1952-01-01,57,Male,United States,United States,Los Angeles,Health care,['Health care'],,,False,Increased
2009,3,90,5.4 B,,,Serge Dassault & family,,83,,France,France,Paris,,['Manufacturing'],,,,
2009,3,90,5.4 B,,,Erivan Haub & family,,76,,Germany,Germany,Mulheim an der Ruhr,,['Retail'],,,,
2009,3,92,5.3 B,,,Jorge Paulo Lemann,,69,,Brazil,Brazil,Sao Paulo,,['Finance'],,,,
2009,3,93,5.2 B,Broad,Eli,Eli Broad,1933-06-06,75,Male,United States,United States,Los Angeles,Investments,['Investments                   '],,,False,Decreased
2009,3,93,5.2 B,,,Kunio Busujima & family,,83,,Japan,Japan,Gunma,,['Casinos &#38; Gaming'],,,,
2009,3,93,5.2 B,,,Karl-Heinz Kipp,,85,,Germany,Switzerland,Arosa,,['Retail'],,,,
2009,3,93,5.2 B,,,Vladimir Lisin,,52,,Russia,Russia,Moscow,,['Manufacturing'],,,,
2009,3,93,5.2 B,,,Reinhold Wurth,,73,,Germany,Germany,Kuenzelsau,,['Manufacturing'],,,,
2009,3,98,5.0 B,Anschutz,Philip,Philip Anschutz,1939-12-28,69,Male,United States,United States,Denver,Investments,['Investments                   '],,,False,Decreased
2009,3,98,5.0 B,Kerkorian,Kirk,Kirk Kerkorian,1917-06-06,91,Male,United States,United States,Beverly Hills,Gaming,['Gaming'],,,False,Decreased
2009,3,98,5.0 B,,,Nicky Oppenheimer & family,,63,,South Africa,South Africa,Johannesburg,,['Metals &#38; Mining'],,,,
2009,3,98,5.0 B,,,David &#38; Simon Reuben,,0,,United Kingdom,United Kingdom,London,,['Real Estate'],,,,
2009,3,98,5.0 B,,,Kushal Pal Singh,,77,,India,India,Delhi,,['Real Estate'],,,,
2009,3,98,5.0 B,,,Galen Weston & family,,68,,Canada,Canada,Toronto,,['Retail'],,,,
2009,3,105,4.8 B,,,Philip &#38; Cristina Green,,57,,United Kingdom,United Kingdom,London,,['Retail'],,,,
2009,3,105,4.8 B,,,Antonia Johnson,,65,,Sweden,Sweden,Stockholm,,['Diversified'],,,,
2009,3,107,4.7 B,,,Klaus-Michael Kuhne,,71,,Germany,Switzerland,Schindellegi,,['Shipping'],,,,
2009,3,108,4.6 B,,,Charlene de Carvalho-Heineken,,54,,Netherlands,United Kingdom,London,,['Beverages'],,,,
2009,3,108,4.6 B,,,Stefan Quandt,,42,,Germany,Germany,Frankfurt,,['Manufacturing'],,,,
2009,3,110,4.5 B,Bass,Robert,Robert Bass,1948-01-01,61,Male,United States,United States,Fort Worth,Energy,['Energy                        '],,,False,Decreased
2009,3,110,4.5 B,Geffen,David,David Geffen,1943-02-21,66,Male,United States,United States,Malibu,Media,['Media                         '],,,False,Decreased
2009,3,110,4.5 B,,,Graeme Hart,,53,,New Zealand,New Zealand,Auckland,,['Investments'],,,,
2009,3,110,4.5 B,Kennedy,James,Jim Kennedy,1947-11-29,61,Male,United States,United States,Atlanta,Media,['Media                         '],Cox Enterprises,Chairman,False,Decreased
2009,3,110,4.5 B,Parry-Okeden,Blair,Blair Parry-Okeden,1951-01-01,58,Female,United States,Australia,Scone,Media,['Media                         '],,,False,Decreased
2009,3,110,4.5 B,Perot,Henry Ross,"Henry Ross Perot, Sr.",1930-06-27,78,Male,United States,United States,Dallas,Technology,['Technology                    '],,,False,Increased
2009,3,110,4.5 B,,,Hasso Plattner,,65,,Germany,Germany,Heidelberg,,['Software'],,,,
2009,3,110,4.5 B,,,Hiroshi Yamauchi,,81,,Japan,Japan,Kyoto,,['Software'],,,,
2009,3,119,4.4 B,,,Alexander Abramov,,50,,Russia,Russia,Moscow,,['Steel'],,,,
2009,3,119,4.4 B,DeVos,Richard,Richard DeVos,1926-03-04,83,Male,United States,United States,Holland,Service,['Service'],,,False,Increased
2009,3,119,4.4 B,Schmidt,Eric,Eric Schmidt,1955-04-27,53,Male,United States,United States,Atherton,Technology,['Technology                    '],Google,Executive Chairman,False,Decreased
2009,3,122,4.3 B,,,Leonid Fedun,,52,,Russia,Russia,Moscow,,['Oil'],,,,
2009,3,122,4.3 B,Mordashov,Alexey,Alexey Mordashov,1965-09-26,43,Male,Russia,Russia,Moscow,,['Metals & Mining'],,,False,Decreased
2009,3,124,4.2 B,,,Kumar Birla,,41,,India,India,Mumbai,,['Diversified'],,,,
2009,3,124,4.2 B,,,Michael Kadoorie & family,,68,,Hong Kong,Hong Kong,Hong Kong,,['Diversified'],,,,
2009,3,124,4.2 B,,,Akira Mori & family,,72,,Japan,Japan,Tokyo,,['Real Estate'],,,,
2009,3,124,4.2 B,Rowling,Robert,Robert Rowling,1953-09-26,55,Male,United States,United States,Dallas,Energy,['Energy                        '],,,False,Decreased
2009,3,124,4.2 B,,,Ricardo Salinas Pliego & family,,53,,Mexico,Mexico,Mexico City,,['Retail'],,,,
2009,3,124,4.2 B,Washington,Dennis,Dennis Washington,1934-07-27,74,Male,United States,United States,Missoula,Logistics,['Logistics'],,,False,Increased
2009,3,124,4.2 B,,,Karl Wlaschek,,91,,Austria,Austria,Vienna,,['Retail'],,,,
2009,3,131,4.1 B,,,Johanna Quandt,,82,,Germany,Germany,Bad Homburg,,['Manufacturing'],,,,
2009,3,132,4.0 B,Blavatnik,Leonard,Len Blavatnik,1957-06-01,51,Male,United States,United Kingdom,London,Energy,['Energy                        '],,,False,Decreased
2009,3,132,4.0 B,,,Yu-tung Cheng,,83,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2009,3,132,4.0 B,,,John Fredriksen,,64,,Cyprus,United Kingdom,London,,['Shipping'],,,,
2009,3,132,4.0 B,,,German Khan,,47,,Russia,Russia,Moscow,,['Oil'],,,,
2009,3,132,4.0 B,,,Joseph Lau,,57,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2009,3,132,4.0 B,LeFrak,Richard,Richard LeFrak & family,1945-08-29,63,Male,United States,United States,New York,Real Estate,['Real Estate                   '],,,False,Increased
2009,3,132,4.0 B,Menard,John,"John Menard, Jr.",1940-01-22,69,Male,United States,United States,Eau Claire,Fashion and Retail,['Fashion and Retail            '],"Menard, Inc.",president and CEO,False,Decreased
2009,3,132,4.0 B,Murdoch,Rupert,Rupert Murdoch,1931-03-11,78,Male,United States,United States,New York,Media,['Media                         '],News Corp,Chairman and CEO,False,Decreased
2009,3,132,4.0 B,Newhouse,Donald,Donald Newhouse,1930-01-01,79,Male,United States,United States,Somerset County,Media,['Media                         '],,,False,Decreased
2009,3,132,4.0 B,Newhouse,Samuel,"Samuel Newhouse, Jr.",1928-01-01,81,Male,United States,United States,New York,Media,['Media                         '],,,False,Decreased
2009,3,132,4.0 B,Ofer,Sammy,Sammy Ofer & family,1922-01-01,87,Male,Israel,,,,['Logistics'],,,False,Decreased
2009,3,132,4.0 B,Rennert,Ira,Ira Rennert,1934-05-31,75,Male,United States,United States,New York,Investments,['Investments'],,,False,Increased
2009,3,132,4.0 B,Santo Domingo,Julio Mario,Julio Mario Santo Domingo,1923-10-16,85,Male,Colombia,,,,['Food and Beverage'],,,False,Decreased
2009,3,132,4.0 B,Stern,Leonard,Leonard Stern,1938-03-28,71,Male,United States,United States,New York,Real Estate,['Real Estate                   '],"Hartz Mountain Industries, Inc.",Chairman and CEO,False,Decreased
2009,3,146,3.9 B,Ergen,Charles,Charles Ergen,1953-03-01,56,Male,United States,United States,Denver,Media,['Media                         '],DISH Network,Founder and Chairman,False,Decreased
2009,3,146,3.9 B,,,"James, Arthur &#38; John Irving",,0,,Canada,Canada,Saint John,,['Oil'],,,,
2009,3,146,3.9 B,Simmons,Harold,Harold Simmons,1931-05-13,77,Male,United States,United States,Dallas,Investments,['Investments                   '],Valhi Inc.,Chairman,False,Decreased
2009,3,149,3.8 B,,,Gustavo Cisneros & family,,63,,Venezuela,Venezuela,Caracas,,['Media'],,,,
2009,3,149,3.8 B,,,Spiro Latsis & family,,62,,Greece,Switzerland,Geneva,,['Diversified'],,,,
2009,3,151,3.7 B,,,Bernard Ecclestone & family,,78,,United Kingdom,United Kingdom,London,,['Leisure'],,,,
2009,3,151,3.7 B,Itoyama,Eitaro,Eitaro Itoyama,1942-06-04,66,Male,Japan,Japan,Tokyo,Real Estate,['Real Estate'],,,False,Decreased
2009,3,151,3.7 B,,,Dietrich Mateschitz,,64,,Austria,Austria,Fuschl am See,,['Beverages'],,,,
2009,3,151,3.7 B,,,Masayoshi Son,,51,,Japan,Japan,Tokyo,,['Software'],,,,
2009,3,151,3.7 B,Yoovidhya,Chaleo,Yoovidhya Family,,77,Male,Thailand,Thailand,Bangkok,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,156,3.6 B,Keinath,Pauline MacMillan,Pauline MacMillan Keinath,1934-01-01,75,Female,United States,United States,St. Louis,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,156,3.6 B,MacMillan,Cargill,"Cargill MacMillan, Jr.",1927-03-29,82,Male,United States,,,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,156,3.6 B,MacMillan,Whitney,Whitney MacMillan,1929-01-01,80,Male,United States,United States,Minneapolis,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,156,3.6 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,41,Male,United States,United States,Honolulu,Technology,['Technology                    '],Ebay,Founder and Chairman,False,Decreased
2009,3,156,3.6 B,Pictet,Marion MacMillan,Marion MacMillan Pictet,,76,Female,United States,,,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,156,3.6 B,,,Anton Schlecker,,64,,Germany,Germany,Ehingen,,['Retail'],,,,
2009,3,156,3.6 B,,,Andreas Strungmann,,59,,Germany,Germany,Tegernsee,,['Pharmaceuticals'],,,,
2009,3,156,3.6 B,,,Thomas Strungmann,,59,,Germany,Germany,Tegernsee,,['Pharmaceuticals'],,,,
2009,3,164,3.5 B,Cook,William,William Cook,1931-09-01,77,Male,United States,,,,['Health care'],,,False,Decreased
2009,3,164,3.5 B,,,Oleg Deripaska,,41,,Russia,Russia,Moscow,,['Metals &#38; Mining'],,,,
2009,3,164,3.5 B,Druckenmiller,Stanley,Stanley Druckenmiller,1953-06-14,55,Male,United States,United States,New York,Investments,['Investments                   '],,,False,Remained Even
2009,3,164,3.5 B,Hamm,Harold,Harold Hamm,1945-12-11,63,Male,United States,United States,Oklahoma City,Energy,['Energy                        '],Continental Resources,Chairman and CEO,False,Decreased
2009,3,164,3.5 B,,,Saleh Kamel,,67,,Saudi Arabia,Saudi Arabia,Jeddah,,['Finance'],,,,
2009,3,164,3.5 B,Kovner,Bruce,Bruce Kovner,1945-02-25,64,Male,United States,United States,New York,Investments,['Investments                   '],Caxton Associates LP,Founder,False,Remained Even
2009,3,164,3.5 B,,,Maria-Elisabeth &#38; Georg Schaeffler,,0,,Germany,Germany,Herzogenaurach,,['Manufacturing'],,,,
2009,3,164,3.5 B,Schwab,Charles,Charles Schwab,1937-07-29,71,Male,United States,United States,Atherton,Investments,['Investments                   '],Charles Schwab,Chairman and Founder,False,Decreased
2009,3,164,3.5 B,,,Stef Wertheimer & family,,83,,Israel,Israel,Tefen,,['Manufacturing'],,,,
2009,3,164,3.5 B,,,Aloys Wobben,,57,,Germany,Germany,Aurich,,['Energy'],,,,
2009,3,164,3.5 B,Ziff,Daniel,Daniel Ziff,1971-11-02,37,Male,United States,United States,New York,Investments,['Investments                   '],,,False,Remained Even
2009,3,164,3.5 B,Ziff,Dirk,Dirk Ziff,1964-04-01,44,Male,United States,United States,North Palm Beach,Investments,['Investments                   '],,,False,Remained Even
2009,3,164,3.5 B,Ziff,Robert,Robert Ziff,1966-08-12,42,Male,United States,United States,New York,Investments,['Investments                   '],,,False,Remained Even
2009,3,178,3.4 B,Adelson,Sheldon,Sheldon Adelson,1933-08-04,75,Male,United States,United States,Las Vegas,Gaming,['Gaming'],Las Vegas Sands,Chairman and CEO,False,Decreased
2009,3,178,3.4 B,,,Jeronimo Arango & family,,83,,Mexico,Mexico,Mexico City,,['Retail'],,,,
2009,3,178,3.4 B,,,Heinz-Horst Deichmann,,82,,Germany,Germany,Essen,,['Apparel'],,,,
2009,3,178,3.4 B,Jobs,Steven,Steve Jobs,1955-02-24,54,Male,United States,,,Technology,['Technology                    '],,,False,Decreased
2009,3,178,3.4 B,,,Hiroshi Mikitani,,44,,Japan,Japan,Tokyo,,['Internet'],,,,
2009,3,183,3.3 B,,,Americo Amorim,,74,,Portugal,Portugal,Grijo,,['Diversified'],,,,
2009,3,183,3.3 B,,,Charles Cadogan & family,,72,,United Kingdom,United Kingdom,London,,['Real Estate'],,,,
2009,3,183,3.3 B,,,Adi Godrej & family,,66,,India,India,Mumbai,,['Manufacturing'],,,,
2009,3,183,3.3 B,,,Iskander Makhmudov,,45,,Russia,Russia,Moscow,,['Manufacturing'],,,,
2009,3,183,3.3 B,Murdock,David,David Murdock,1923-04-10,85,Male,United States,United States,Los Angeles,Food and Beverage,['Food and Beverage'],,,False,Decreased
2009,3,183,3.3 B,,,Wan-Tsai Tsai & family,,79,,Taiwan,Taiwan,Taipei,,['Finance'],,,,
2009,3,183,3.3 B,Warner,Ty,Ty Warner,1944-01-01,65,Male,United States,United States,Oak Brook,Real Estate,['Real Estate                   '],,,False,Decreased
2009,3,191,3.2 B,,,Jean-Claude Decaux & family,,71,,France,France,Paris,,['Media'],,,,
2009,3,191,3.2 B,,,Boris Ivanishvili,,53,,Russia,Georgia,Chorvila,,['Investments'],,,,
2009,3,191,3.2 B,Kinder,Richard,Richard Kinder,1944-10-19,65,Male,United States,United States,Houston,Energy,['Energy                        '],Kinder Morgan,Chairman and CEO,False,Increased
2009,3,191,3.2 B,Lerner,Theodore,Ted Lerner,1925-10-15,83,Male,United States,United States,Chevy Chase,Real Estate,['Real Estate                   '],,,False,Increased
2009,3,191,3.2 B,Ross,Stephen,Stephen Ross,1940-05-10,68,Male,United States,United States,New York,Real Estate,['Real Estate                   '],,,False,Decreased
2009,3,196,3.1 B,Crown,Lester,Lester Crown & family,1925-06-07,83,Male,United States,United States,Wilmette,,['Investments'],,,False,Decreased
2009,3,196,3.1 B,,,Aloysio de Andrade Faria,,88,,Brazil,Brazil,Sao Paulo,,['Finance'],,,,
2009,3,196,3.1 B,,,Stein Erik Hagen & family,,52,,Norway,Norway,Oslo,,['Retail'],,,,
2009,3,196,3.1 B,Hughes,Bradley,B. Wayne Hughes,1933-07-01,75,Male,United States,United States,Lexington,Service,['Service'],,,False,Decreased
2009,3,196,3.1 B,,,Suleiman Kerimov,,43,,Russia,Russia,Moscow,,['Investments'],,,,
2009,3,196,3.1 B,,,Alexei Kuzmichev,,46,,Russia,Russia,Moscow,,['Diversified'],,,,
2009,3,196,3.1 B,,,Dmitry Rybolovlev,,42,,Russia,Russia,Moscow,,['Chemicals'],,,,
2009,3,196,3.1 B,Sall,John,John Sall,1948-04-04,60,Male,United States,United States,Cary,Technology,['Technology                    '],SAS Institute,"Co-Founder, Executive Vice President",False,Decreased
2009,3,196,3.1 B,,,Nassef Sawiris,,47,,Egypt,Egypt,Cairo,,['Construction &#38; Engineering'],,,,
2009,3,205,3.0 B,,,Majid Al Futtaim,,0,,United Arab Emirates,United Arab Emirates,Dubai,,['Real Estate'],,,,
2009,3,205,3.0 B,Burkle,Ronald,Ron Burkle,1952-11-12,56,Male,United States,United Kingdom,London,Investments,['Investments                   '],"The Yucaipa Companies, LLC",Founder,False,Decreased
2009,3,205,3.0 B,Holding,Robert,Robert Holding,1926-11-29,82,Male,United States,United States,Sun Valley,Energy,['Energy                        '],,,False,Decreased
2009,3,205,3.0 B,,,Heidi Horten,,68,,Austria,Austria,Vienna,,['Retail'],,,,
2009,3,205,3.0 B,Kravis,Henry,Henry Kravis,1944-01-06,65,Male,United States,United States,New York,Investments,['Investments                   '],KKR and Co,Co-Chair and Co-CEO,False,Decreased
