year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2018,3,18,42.2 B,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,64,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,
2018,3,19,40.1 B,Ambani,Mukesh,Mukesh Ambani,1957-04-19,60,Male,India,India,Mumbai,Energy,['Energy'],Reliance Industries,Founder and Chairman,False,Increased
2018,3,20,39.0 B,Ma,Jack,Jack Ma,1964-09-10,53,Male,China,China,Hangzhou,Technology,['Technology'],Alibaba Group,Founder and Executive Chairman,True,Increased
2018,3,21,38.5 B,Adelson,Sheldon,Sheldon Adelson,1933-08-04,84,Male,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],Las Vegas Sands,Chairman and CEO,True,Increased
2018,3,22,38.4 B,Ballmer,Steve,Steve Ballmer,1956-03-24,61,Male,United States,United States,Hunts Point,Technology,['Technology'],Los Angeles Clippers,Owner,True,Increased
2018,3,23,34.9 B,Li,Ka-shing,Li Ka-shing,1928-06-13,89,Male,Hong Kong,Hong Kong,Hong Kong,Diversified,['Diversified'],CK Hutchison Holdings,Chairman,True,Increased
2018,3,24,30.3 B,Hui,Ka Yan,Hui Ka Yan,1958-10-01,59,Male,China,China,Shenzhen,Real Estate,['Real Estate'],China Evergrande Group,Chairman,True,Increased
2018,3,24,30.3 B,Lee,Shau Kee,Lee Shau Kee,1928-01-29,90,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2018,3,26,30.0 B,Wang,Jianlin,Wang Jianlin,1954-10-01,63,Male,China,China,Beijing,Real Estate,['Real Estate'],Dalian Wanda Group,Chairman,True,Decreased
2018,3,27,29.8 B,Albrecht Jr.,Beate Heister & Karl,Beate Heister & Karl Albrecht Jr.,,,,Germany,Germany,,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,28,29.6 B,Knight,Phil,Phil Knight & family,1938-02-24,80,Male,United States,United States,Hillsboro,Fashion & Retail,['Fashion & Retail'],Nike,Chairman,True,Increased
2018,3,29,27.4 B,Lemann,Jorge Paulo,Jorge Paulo Lemann & family,1939-08-26,78,Male,Brazil,Switzerland,Zurich,Food and Beverage,['Food and Beverage'],,"Investor, Philanthropist",True,Decreased
2018,3,30,27.0 B,Pinault,François,François Pinault & family,1936-08-21,81,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2018,3,31,25.3 B,Schaeffler,Georg,Georg Schaeffler,1964-10-19,53,Male,Germany,Germany,Herzogenaurach,Automotive,['Automotive'],,Entrepreneur,False,Increased
2018,3,32,25.0 B,Klatten,Susanne,Susanne Klatten,1962-04-28,55,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],,,False,Increased
2018,3,32,25.0 B,Thomson,David,David Thomson & family,1957-06-12,60,Male,Canada,Canada,Toronto,Media & Entertainment,['Media & Entertainment'],Thomson Reuters,Chairman,False,Decreased
2018,3,34,23.6 B,Mars,Jacqueline,Jacqueline Mars,1939-10-10,78,Female,United States,United States,The Plains,Food and Beverage,['Food and Beverage'],,,False,Decreased
2018,3,34,23.6 B,Mars,John,John Mars,1935-10-15,82,Male,United States,United States,Jackson,Food and Beverage,['Food and Beverage'],,,False,Decreased
2018,3,36,23.5 B,Safra,Joseph,Joseph Safra,1939-01-01,79,Male,Brazil,Brazil,Sao Paulo,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,37,23.0 B,Ferrero,Giovanni,Giovanni Ferrero,1964-09-21,53,Male,Italy,Belgium,Brussels,Food and Beverage,['Food and Beverage'],,,False,
2018,3,37,23.0 B,Mateschitz,Dietrich,Dietrich Mateschitz,1944-05-20,73,Male,Austria,Austria,Fuschl am See,Food and Beverage,['Food and Beverage'],,,True,Increased
2018,3,39,22.7 B,Dell,Michael,Michael Dell,1965-02-23,53,Male,United States,United States,Austin,Technology,['Technology'],Dell,Chairman and CEO,True,Increased
2018,3,39,22.7 B,Son,Masayoshi,Masayoshi Son,1957-08-11,60,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],Softbank,CEO,True,Increased
2018,3,41,22.6 B,Dassault,Serge,Serge Dassault & family,1925-04-04,92,Male,France,,,Diversified,['Diversified'],,,False,Increased
2018,3,42,22.0 B,Quandt,Stefan,Stefan Quandt,1966-05-09,51,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],,,False,Increased
2018,3,43,21.9 B,Yang,Huiyan,Yang Huiyan,1981-09-27,36,Female,China,China,Foshan,Real Estate,['Real Estate'],Country Garden Holdings,,False,Increased
2018,3,44,21.7 B,Allen,Paul,Paul Allen,1953-01-21,65,Male,United States,United States,Mercer Island,Technology,['Technology'],,,True,Increased
2018,3,45,21.2 B,Del Vecchio,Leonardo,Leonardo Del Vecchio & family,1935-05-22,82,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2018,3,46,20.9 B,Schwarz,Dieter,Dieter Schwarz,1939-09-24,78,Male,Germany,Germany,Neckarsulm,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,47,20.3 B,Peterffy,Thomas,Thomas Peterffy,1944-09-30,73,Male,United States,United States,Palm Beach,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,48,20.2 B,Albrecht,Theo,"Theo Albrecht, Jr. & family",1951-01-01,67,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,48,20.2 B,Blavatnik,Len,Len Blavatnik,1957-06-01,60,Male,United States,United Kingdom,London,Diversified,['Diversified'],,,True,Increased
2018,3,50,20.1 B,He,Xiangjian,He Xiangjian,1942-08-11,75,Male,China,China,Foshan,Manufacturing,['Manufacturing'],Midea Group,Founder,True,Increased
2018,3,50,20.1 B,Lui,Che Woo,Lui Che Woo & family,1929-04-01,88,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,True,Increased
2018,3,52,20.0 B,Simons,James,James Simons,1938-04-25,79,Male,United States,United States,East Setauket,Finance and Investments,['Finance and Investments'],Renaissance Technologies Corp.,Founder,True,Increased
2018,3,52,20.0 B,Sy,Henry,Henry Sy,1924-10-25,93,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,True,Increased
2018,3,54,19.9 B,Musk,Elon,Elon Musk,1971-06-28,46,Male,United States,United States,Los Angeles,Automotive,['Automotive'],Tesla,CEO and Chairman,True,Increased
2018,3,55,19.5 B,Hinduja,,Hinduja brothers,,,Male,United Kingdom,United Kingdom,London,Diversified,['Diversified'],,,False,Increased
2018,3,55,19.5 B,Yanai,Tadashi,Tadashi Yanai & family,1949-02-07,69,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2018,3,57,19.1 B,Lisin,Vladimir,Vladimir Lisin,1956-05-07,61,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2018,3,58,18.8 B,Powell Jobs,Laurene,Laurene Powell Jobs & family,1963-11-06,54,Female,United States,United States,Palo Alto,,,Emerson Collective,"Investor, Philanthropist",False,Decreased
2018,3,58,18.8 B,Premji,Azim,Azim Premji,1945-07-24,72,Male,India,India,Bangalore,Technology,['Technology'],Wipro Limited (ADR),Chairman,False,Increased
2018,3,60,18.7 B,Mordashov,Alexey,Alexey Mordashov,1965-09-26,52,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2018,3,61,18.6 B,Lee,Kun-hee,Lee Kun-hee,1942-01-09,76,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Samsung Electronics,Chairman,False,Increased
2018,3,62,18.5 B,Mittal,Lakshmi,Lakshmi Mittal,1950-06-15,67,Male,India,United Kingdom,London,Metals & Mining,['Metals & Mining'],ArcelorMittal (ADR),Chairman and CEO,False,Increased
2018,3,63,18.2 B,Wang,Wei,Wang Wei,1970-01-01,48,Male,China,China,Shenzhen,Service,['Service'],SF Express,Chairman,True,Increased
2018,3,64,18.0 B,Mikhelson,Leonid,Leonid Mikhelson,1955-08-11,62,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2018,3,65,17.9 B,Sirivadhanabhakdi,Charoen,Charoen Sirivadhanabhakdi,1944-05-02,73,Male,Thailand,Thailand,Bangkok,Food and Beverage,['Food and Beverage'],,,True,Increased
2018,3,66,17.8 B,Mistry,Pallonji,Pallonji Mistry,1929-06-01,88,Male,Ireland,India,Mumbai,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2018,3,67,17.7 B,Dalio,Ray,Ray Dalio,1949-08-08,68,Male,United States,United States,Greenwich,Finance and Investments,['Finance and Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,True,Increased
2018,3,68,17.5 B,Takizaki,Takemitsu,Takemitsu Takizaki,1945-06-10,72,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],,,True,Increased
2018,3,69,17.4 B,Ding,William,William Ding,1971-10-01,46,Male,China,China,Guangzhou,Technology,['Technology'],Netease,Founder and CEO,True,Increased
2018,3,69,17.4 B,Hartono,R. Budi,R. Budi Hartono,1941-01-01,77,Male,Indonesia,Indonesia,Kudus,Finance and Investments,['Finance and Investments'],,,False,Increased
2018,3,69,17.4 B,Rinehart,Gina,Gina Rinehart,1954-02-09,64,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],Hancock Prospecting,Executive Chairman,False,Increased
2018,3,72,17.3 B,Larrea Mota Velasco,German,German Larrea Mota Velasco & family,1953-10-26,64,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],,,False,Increased
2018,3,73,16.8 B,Icahn,Carl,Carl Icahn,1936-02-16,82,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],Icahn Capital Management,Founder,True,Increased
2018,3,73,16.8 B,Persson,Stefan,Stefan Persson,1947-10-04,70,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],H&M,Chairman,False,Decreased
2018,3,75,16.7 B,Hartono,Michael,Michael Hartono,1939-10-02,78,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],,,False,Increased
2018,3,75,16.7 B,Lau,Joseph,Joseph Lau,1951-07-21,66,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2018,3,77,16.5 B,Kwok,Thomas & Raymond,Thomas & Raymond Kwok,,,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2018,3,78,16.4 B,Alekperov,Vagit,Vagit Alekperov,1950-09-01,67,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2018,3,78,16.4 B,Ratcliffe,James,James Ratcliffe,1953-01-01,65,Male,United Kingdom,United Kingdom,Hampshire,Manufacturing,['Manufacturing'],,,True,Increased
2018,3,80,16.3 B,Bren,Donald,Donald Bren,1932-05-11,85,Male,United States,United States,Newport Beach,Real Estate,['Real Estate'],Irvine Company,Chairman,True,Increased
2018,3,80,16.3 B,Fontbona,Iris,Iris Fontbona & family,1943-01-01,75,Female,Chile,Chile,Santiago,Metals & Mining,['Metals & Mining'],,,False,Increased
2018,3,82,16.0 B,Timchenko,Gennady,Gennady Timchenko,1952-11-09,65,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Remained Even
2018,3,83,15.9 B,Johnson,Abigail,Abigail Johnson,1961-12-19,56,Female,United States,United States,Milton,Finance and Investments,['Finance and Investments'],Fidelity Investments,President-CEO,False,Increased
2018,3,83,15.9 B,Potanin,Vladimir,Vladimir Potanin,1961-01-03,57,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2018,3,83,15.9 B,Walton,Lukas,Lukas Walton,1986-09-19,31,Male,United States,United States,Jackson,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,86,15.8 B,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,1954-06-30,63,Female,Netherlands,United Kingdom,London,Food and Beverage,['Food and Beverage'],,,False,Increased
2018,3,87,15.6 B,Zhang,Zhidong,Zhang Zhidong,1972-01-01,46,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Cofounder,True,Increased
2018,3,88,15.5 B,Kellner,Petr,Petr Kellner,1964-05-20,53,Male,Czech Republic,Czech Republic,Prague,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,88,15.5 B,Melnichenko,Andrey,Andrey Melnichenko,1972-03-08,45,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2018,3,88,15.5 B,Reuben,David,David Reuben,1938-09-01,79,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,True,Increased
2018,3,91,15.3 B,Kuehne,Klaus-Michael,Klaus-Michael Kuehne,1937-06-02,80,Male,Germany,Switzerland,Schindellegi,Logistics,['Logistics'],,,False,Increased
2018,3,91,15.3 B,Li,Shufu,Li Shufu,1963-06-01,54,Male,China,China,Hangzhou,Automotive,['Automotive'],,,True,Increased
2018,3,93,15.1 B,Fridman,Mikhail,Mikhail Fridman,1964-04-21,53,Male,Russia,United Kingdom,London,Energy,['Energy'],,,True,Increased
2018,3,94,15.0 B,Murdoch,Rupert,Rupert Murdoch & family,1931-03-11,86,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],News Corp,Chairman and CEO,True,Increased
2018,3,95,14.9 B,Chearavanont,Dhanin,Dhanin Chearavanont,1939-04-19,78,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,False,Increased
2018,3,96,14.8 B,Kuok,Robert,Robert Kuok,1923-10-06,94,Male,Malaysia,Hong Kong,Hong Kong,Diversified,['Diversified'],,,True,Increased
2018,3,97,14.7 B,Besnier,Emmanuel,Emmanuel Besnier,1970-09-18,47,Male,France,France,Laval,Food and Beverage,['Food and Beverage'],,,False,Increased
2018,3,98,14.6 B,Nadar,Shiv,Shiv Nadar,1945-07-18,72,Male,India,India,Delhi,Technology,['Technology'],,,True,Increased
2018,3,99,14.4 B,Vekselberg,Viktor,Viktor Vekselberg,1957-04-14,60,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2018,3,100,14.1 B,Dangote,Aliko,Aliko Dangote,1957-04-10,60,Male,Nigeria,Nigeria,Lagos,Manufacturing,['Manufacturing'],Dangote Group,CEO,True,Increased
2018,3,100,14.1 B,Hamm,Harold,Harold Hamm & family,1945-12-11,72,Male,United States,United States,Oklahoma City,Energy,['Energy'],Continental Resources,Chairman and CEO,True,Increased
2018,3,102,14.0 B,Cohen,Steve,Steve Cohen,1956-06-11,61,Male,United States,United States,Greenwich,Finance and Investments,['Finance and Investments'],Point72 Asset Management,Founder,True,Increased
2018,3,102,14.0 B,Moskovitz,Dustin,Dustin Moskovitz,1984-05-22,33,Male,United States,United States,San Francisco,Technology,['Technology'],Asana,Entrepreneur,True,Increased
2018,3,102,14.0 B,Telles,Marcel Herrmann,Marcel Herrmann Telles,1950-01-01,68,Male,Brazil,Brazil,Sao Paulo,Food and Beverage,['Food and Beverage'],,,True,Decreased
2018,3,105,13.6 B,Wuerth,Reinhold,Reinhold Wuerth & family,1935-04-20,82,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,True,Increased
2018,3,106,13.4 B,Ergen,Charles,Charles Ergen,1953-03-01,65,Male,United States,United States,Denver,Media & Entertainment,['Media & Entertainment'],DISH Network,Founder and Chairman,True,Decreased
2018,3,106,13.4 B,Schmidt,Eric,Eric Schmidt,1955-04-27,62,Male,United States,United States,Atherton,Technology,['Technology'],,,True,Increased
2018,3,108,13.0 B,Anschutz,Philip,Philip Anschutz,1939-12-28,78,Male,United States,United States,Denver,Finance and Investments,['Finance and Investments'],,,False,Increased
2018,3,108,13.0 B,Kennedy,Jim,Jim Kennedy,1947-11-29,70,Male,United States,United States,Atlanta,Media & Entertainment,['Media & Entertainment'],Cox Enterprises,Chairman,False,Increased
2018,3,108,13.0 B,Parry-Okeden,Blair,Blair Parry-Okeden,1950-05-21,67,Female,United States,Australia,Scone,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2018,3,108,13.0 B,Wertheimer,Alain,Alain Wertheimer,1948-08-28,69,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,108,13.0 B,Wertheimer,Gerard,Gerard Wertheimer,1951-01-09,67,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,113,12.9 B,Lauder,Leonard,Leonard Lauder,1937-03-19,80,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],Estée Lauder,Chairman Emeritus,False,Increased
2018,3,113,12.9 B,Thiele,Heinz Hermann,Heinz Hermann Thiele & family,1941-04-02,76,Male,Germany,Germany,Munich,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2018,3,115,12.8 B,Shanghvi,Dilip,Dilip Shanghvi,1955-10-01,62,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,True,Decreased
2018,3,116,12.7 B,Plattner,Hasso,Hasso Plattner & family,1944-01-21,74,Male,Germany,Germany,Heidelberg,Technology,['Technology'],,,True,Increased
2018,3,117,12.6 B,Schwarzman,Stephen,Stephen Schwarzman,1947-02-14,71,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],Blackstone Group,Chairman and CEO,True,Increased
2018,3,118,12.5 B,Lei,Jun,Lei Jun,1969-12-16,48,Male,China,China,Beijing,Technology,['Technology'],Xiaomi,Founder and CEO,True,Increased
2018,3,118,12.5 B,Rausing,Hans,Hans Rausing & family,1926-03-25,91,Male,Sweden,United Kingdom,Wadhurst,Manufacturing,['Manufacturing'],,,False,Remained Even
2018,3,118,12.5 B,Usmanov,Alisher,Alisher Usmanov,1953-09-09,64,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],Metalloinvest,Founder,True,Decreased
2018,3,121,12.3 B,Newhouse,Donald,Donald Newhouse,1929-08-05,88,Male,United States,United States,Somerset County,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2018,3,122,12.2 B,Woo,Peter,Peter Woo,1946-09-05,71,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2018,3,123,12.1 B,Sarmiento,Luis Carlos,Luis Carlos Sarmiento,1933-01-27,85,Male,Colombia,Colombia,Bogota,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,124,12.0 B,Li,Robin,Robin Li,1968-11-17,49,Male,China,China,Beijing,Technology,['Technology'],Baidu,Founder and CEO,True,Decreased
2018,3,124,12.0 B,Sicupira,Carlos Alberto,Carlos Alberto Sicupira & family,1948-01-01,70,Male,Brazil,Switzerland,St. Gallen,Food and Beverage,['Food and Beverage'],,,True,Decreased
2018,3,126,11.9 B,Seo,Jung-jin,Seo Jung-jin,1957-10-23,60,Male,South Korea,South Korea,Seoul,Healthcare,['Healthcare'],Celltrion,,True,Increased
2018,3,127,11.8 B,Birla,Kumar,Kumar Birla,1967-06-14,50,Male,India,India,Mumbai,Diversified,['Diversified'],,,False,Increased
2018,3,127,11.8 B,Otto,Alexander,Alexander Otto,1967-07-07,50,Male,Germany,Germany,Hamburg,Real Estate,['Real Estate'],,,False,
2018,3,127,11.8 B,Pessina,Stefano,Stefano Pessina,1941-06-04,76,Male,Italy,Monaco,Monte Carlo,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2018,3,130,11.7 B,Tschira,Udo & Harald,Udo & Harald Tschira,,,Male,Germany,Germany,,Technology,['Technology'],,,False,Increased
2018,3,130,11.7 B,Wang,Wenyin,Wang Wenyin,1968-01-01,50,Male,China,China,Shenzhen,Metals & Mining,['Metals & Mining'],Amer International Group Company Limited,Chairman,True,Decreased
2018,3,132,11.6 B,Beal,Andrew,Andrew Beal,1952-11-29,65,Male,United States,United States,Dallas,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,132,11.6 B,Lee,Man Tat,Lee Man Tat,1930-01-14,88,Male,Hong Kong,Hong Kong,Hong Kong,Food and Beverage,['Food and Beverage'],,,False,Returned to List
2018,3,134,11.5 B,Menard,John,"John Menard, Jr.",1940-01-22,78,Male,United States,United States,Eau Claire,Fashion & Retail,['Fashion & Retail'],Menards,Entrepreneur,True,Increased
2018,3,135,11.3 B,Xu,Shihui,Xu Shihui & family,1958-01-01,60,Male,China,China,Quanzhou,Food and Beverage,['Food and Beverage'],Dali Foods Group,Chairman,True,Increased
2018,3,135,11.3 B,Zhou,Hongyi,Zhou Hongyi,1970-10-01,47,Male,China,China,Beijing,Technology,['Technology'],,,True,Increased
2018,3,137,11.2 B,Gong,Hongjia,Gong Hongjia & family,1965-01-01,53,Male,Hong Kong,Hong Kong,Hong Kong,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,138,11.0 B,Otto,Michael,Michael Otto & family,1943-04-12,74,Male,Germany,Germany,Hamburg,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2018,3,138,11.0 B,Tepper,David,David Tepper,1957-09-11,60,Male,United States,United States,Miami Beach,Finance and Investments,['Finance and Investments'],Appaloosa Management,President and Founder,True,Remained Even
2018,3,140,10.8 B,Abramovich,Roman,Roman Abramovich,1966-10-24,51,Male,Russia,Russia,Moscow,Diversified,['Diversified'],,,True,Increased
2018,3,140,10.8 B,Liu,Richard,Richard Liu,1974-03-10,43,Male,China,China,Beijing,Technology,['Technology'],JD.com,Founder and CEO,True,Increased
2018,3,140,10.8 B,Ng,Robert & Philip,Robert & Philip Ng,,,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2018,3,143,10.7 B,Bailleres Gonzalez,Alberto,Alberto Bailleres Gonzalez & family,1931-08-22,86,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],,,False,Decreased
2018,3,143,10.7 B,Kotak,Uday,Uday Kotak,1959-03-15,58,Male,India,India,Mumbai,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,145,10.5 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,50,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Entrepreneur,True,Increased
2018,3,146,10.3 B,Droege,Walter P.J.,Walter P.J. Droege,1952-11-25,65,Male,Germany,Germany,Dusseldorf,Service,['Service'],,,True,Increased
2018,3,147,10.2 B,Hopp,Dietmar,Dietmar Hopp & family,1940-04-26,77,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,True,Increased
2018,3,148,10.1 B,Hart,Graeme,Graeme Hart,1955-06-06,62,Male,New Zealand,New Zealand,Auckland,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,148,10.1 B,Saverin,Eduardo,Eduardo Saverin,1982-03-19,35,Male,Brazil,Singapore,Singapore,Technology,['Technology'],Facebook,Investor,True,Increased
2018,3,148,10.1 B,Yan,Zhi,Yan Zhi,1972-07-01,45,Male,China,China,Wuhan,Real Estate,['Real Estate'],,,True,Increased
2018,3,151,10.0 B,Damani,Radhakishan,Radhakishan Damani & family,1955-01-01,63,Male,India,India,Mumbai,Finance and Investments,['Finance and Investments'],,,True,Increased
2018,3,152,9.8 B,Khan,German,German Khan,1961-10-24,56,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2018,3,152,9.8 B,Perelman,Ronald,Ronald Perelman,1943-01-01,75,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],,,True,Decreased
2018,3,154,9.7 B,Adani,Gautam,Gautam Adani,1962-06-24,55,Male,India,India,Ahmedabad,Diversified,['Diversified'],,,True,Increased
2018,3,154,9.7 B,Arison,Micky,Micky Arison,1949-06-29,68,Male,United States,United States,Bal Harbour,Service,['Service'],Carnival,Chairman and CEO,False,Increased
2018,3,154,9.7 B,Pan,Zhengmin,Pan Zhengmin & family,1969-12-01,48,Male,China,China,Shenzhen,Technology,['Technology'],,,True,Increased
2018,3,154,9.7 B,Tsai,Joseph,Joseph Tsai,1964-01-19,54,Male,Canada,Hong Kong,Hong Kong,Technology,['Technology'],,,True,Increased
2018,3,158,9.6 B,Frist,Thomas,"Thomas Frist, Jr. & family",1938-08-12,79,Male,United States,United States,Nashville,Healthcare,['Healthcare'],,,True,Increased
2018,3,158,9.6 B,Prokhorov,Mikhail,Mikhail Prokhorov,1965-05-03,52,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],Brooklyn Nets,Owner,True,Increased
